"","state","name","id","ncesID","state.abb","enrollment_20","enrollment_21","enrollment_22","government_level"
"1056","IL","Rantoul City Schools District No. 137","32886","1733210","IL",1819,1674,1703,"school district"
"1057","VT","Mount Mansfield Modified Union School District","88877","5000443","VT",2645,2569,2629,"school district"
"1058","FL","The School District of Lee County","32402","1201080","FL",95613,94927,97264,"school district"
"1059","ME","Regional School Unit No. 54","41802","2314590","ME",2375,2260,2240,"school district"
"1060","ME","Regional School Unit No. 19","54374","2314785","ME",1895,1841,1897,"school district"
"1061","MI","Manistique Area Schools","64927","2622470","MI",773,706,715,"school district"
"1062","IL","Cairo School District No.1","32879","1708070","IL",304,298,276,"school district"
"1063","FL","Jefferson County District School Board","93784","1200990","FL",758,706,696,"school district"
"1064","PA","Girard School District","37982","4210740","PA",1638,1552,1543,"school district"
"1065","NE","Garden County Schools","109145","3170800","NE",260,228,231,"school district"
"1066","GA","Rome City Schools","32566","1304440","GA",6452,6319,6549,"school district"
"1067","AL","Pike Road Board of Education","188453","0100195","AL",2228,2478,2688,"school district"
"1068","IN","East Allen County Schools","65322","1802850","IN",10010,9896,10126,"school district"
"1069","MI","Byron Center Public Schools","34473","2607560","MI",4243,4302,4437,"school district"
"1070","MI","Ann Arbor Public Schools","99079","2602820","MI",18073,17451,17070,"school district"
"1071","TX","Priddy Independent School District","163865","4835820","TX",103,116,124,"school district"
"1072","TX","Pringle-Morse Consolidated Independent School District","163866","4835890","TX",110,113,129,"school district"
"1073","TX","Poth Independent School District","163860","4835550","TX",867,846,912,"school district"
"1074","TX","Simms Independent School District","163950","4840320","TX",499,483,473,"school district"
"1075","TX","Somerville Independent School District","163957","4840770","TX",545,518,544,"school district"
"1076","TX","Prairiland Independent School District","163863","4835740","TX",1134,1036,1090,"school district"
"1077","TX","Thorndale Independent School District","163996","4842630","TX",558,576,596,"school district"
"1078","TX","Southland Independent School District","163960","4840890","TX",133,117,115,"school district"
"1079","TX","Sivells Bend Independent School District","163951","4840380","TX",76,49,63,"school district"
"1080","TX","Texhoma Independent School District","163989","4842540","TX",172,169,174,"school district"
"1081","TX","Slidell Independent School District","163953","4840470","TX",313,344,383,"school district"
"1082","TX","Smyer Independent School District","163955","4840590","TX",441,412,417,"school district"
"1083","TX","Slocum Independent School District","163954","4840500","TX",382,366,361,"school district"
"1084","TX","Snook Independent School District","163956","4840620","TX",486,489,530,"school district"
"1085","TX","Texline Independent School District","163990","4842570","TX",191,199,217,"school district"
"1086","TX","Spur Independent School District","163965","4800002","TX",246,240,221,"school district"
"1087","TX","Sonora Independent School District","163958","4840800","TX",779,699,691,"school district"
"1088","TX","Springlake-Earth Independent School District","163964","4841250","TX",326,306,296,"school district"
"1089","TX","Sulphur Bluff Independent School District","163976","4841790","TX",224,218,203,"school district"
"1090","TX","Spurger Independent School District","163966","4841340","TX",406,358,371,"school district"
"1091","TX","Thrall Independent School District","163997","4842660","TX",758,777,788,"school district"
"1092","TX","Three Rivers Independent School District","163998","4842690","TX",656,570,608,"school district"
"1093","TX","Three Way Independent School District","163999","4842720","TX",186,215,237,"school district"
"1094","TX","Throckmorton Independent School District","164000","4842780","TX",162,140,157,"school district"
"1095","TX","Tioga Independent School District","164001","4842870","TX",709,737,706,"school district"
"1096","TX","Tolar Independent School District","164002","4842900","TX",801,806,851,"school district"
"1097","TX","Stratford Independent School District","163973","4841670","TX",563,576,581,"school district"
"1098","TX","Spring Creek Independent School District","163963","4841130","TX",105,106,99,"school district"
"1099","TX","Sundown Independent School District","163977","4841850","TX",607,583,592,"school district"
"1100","TX","Strawn Independent School District","163974","4841700","TX",161,142,162,"school district"
"1101","TX","Sunnyvale Independent School District","163978","4841880","TX",1979,2025,2111,"school district"
"1102","TX","Stockdale Independent School District","163972","4841610","TX",826,780,817,"school district"
"1103","TX","Terlingua Community School District","163980","4842390","TX",115,98,111,"school district"
"1104","GA","City of Social Circle Board of Education","164053","1304540","GA",1798,1848,1942,"school district"
"1105","GA","Towns County Board of Education","164054","1305070","GA",935,944,1024,"school district"
"1106","NE","Gordon-Rushville Public Schools District No. 10","164096","3100170","NE",607,542,562,"school district"
"1107","NY","Freeport Union Free School District","36248","3611550","NY",6900,6618,6457,"school district"
"1108","OK","Newkirk School District No. 125","190860","4021540","OK",749,696,716,"school district"
"1109","TX","Coolidge Independent School District","163520","4815120","TX",289,309,303,"school district"
"1110","TX","Pearsall Independent School District","38945","4834470","TX",2174,2025,2042,"school district"
"1111","OK","Maple School District No. 162","190849","4018900","OK",186,189,192,"school district"
"1112","TX","Mcmullen County Independent School District","164051","4829940","TX",288,267,283,"school district"
"1113","TX","Sweet Home Independent School District","163979","4842000","TX",139,143,136,"school district"
"1114","IA","Moulton-Udell Community School District","163380","1919800","IA",182,191,165,"school district"
"1115","NY","Poughkeepsie City School District","36166","3623760","NY",4443,4309,4226,"school district"
"1116","TX","Trinidad Independent School District","164007","4843170","TX",172,158,154,"school district"
"1117","TX","Trent Independent School District","164005","4843110","TX",158,131,138,"school district"
"1118","TX","Trenton Independent School District","164006","4843140","TX",690,725,725,"school district"
"1119","TX","Turkey-Quitaque Independent School District","164011","4843400","TX",200,195,193,"school district"
"1120","TX","Tom Bean Independent School District","164003","4842930","TX",624,659,657,"school district"
"1121","TX","Union Grove Independent School District","164013","4843530","TX",755,721,703,"school district"
"1122","TX","Sterling City Independent School District","164099","4841550","TX",343,338,337,"school district"
"1123","TX","Terrell County Independent School District","164100","4842420","TX",125,121,133,"school district"
"1124","TX","Motley County Independent School District","164052","4831500","TX",150,167,157,"school district"
"1125","TX","Van Alstyne Independent School District","164024","4843890","TX",1798,1868,2048,"school district"
"1126","TX","Veribest Independent School District","164026","4844040","TX",256,258,278,"school district"
"1127","TX","Utopia Independent School District","164018","4843680","TX",229,206,213,"school district"
"1128","TX","Valentine Independent School District","164021","4843740","TX",40,35,36,"school district"
"1129","TX","Union Hill Independent School District","164014","4843560","TX",331,307,284,"school district"
"1130","TX","Valley Mills Independent School District","164022","4843760","TX",644,618,620,"school district"
"1131","TX","Vega Independent School District","164025","4843980","TX",383,360,370,"school district"
"1132","TX","Whiteface Consolidated Independent School District","164102","4845570","TX",318,339,313,"school district"
"1133","TX","Whitewright Independent School District","164103","4845670","TX",832,743,755,"school district"
"1134","OK","Sayre Independent School District No. 31","190916","4027060","OK",710,636,687,"school district"
"1135","OK","Stillwater School District No. 1-16","190911","4028680","OK",6312,5668,5994,"school district"
"1136","TX","Whitharral Independent School District","164104","4845690","TX",180,176,236,"school district"
"1137","TX","Waelder Independent School District","164031","4844310","TX",317,298,305,"school district"
"1138","TX","Walcott Independent School District","164032","4844370","TX",149,142,152,"school district"
